id,latitude,longitude,name
US1KSCR0008,37.4697,-94.8653,"GIRARD 3.1 SSW"
US1KSCR0010,37.6281,-94.8206,"FARLINGTON 0.8 NNE"
US1KSCR0015,37.5004,-94.9251,"GIRARD 4.6 W"
US1KSCR0018,37.4101,-94.6826,"PITTSBURG 1.0 ESE"
US1KSCR0019,37.4036,-94.7112,"PITTSBURG 0.9 SW"
US1KSCR0020,37.4853,-95.0339,"GIRARD 10.6 W"
US1KSCY0008,39.2190,-97.0200,"WAKEFIELD 0.2 NW"
US1KSCY0014,39.4161,-97.2386,"CLAY CENTER 6.7 WNW"
US1KSCY0015,39.4294,-97.2386,"MORGANVILLE 3.2 SW"
US1KSCY0016,39.3824,-97.0869,"CLAY CENTER 1.9 E"
US1KSCY0019,39.4373,-97.1882,"CLAY CENTER 5.3 NW"
US1KSDC0001,39.8127,-100.2421,"NORCATUR 3.1 WSW"
US1KSDC0002,39.7704,-100.1813,"NORCATUR 4.4 S"
US1KSDC0003,39.9632,-100.6672,"TRAER 2.5 NNW"
US1KSDC0005,39.6183,-100.4427,"DRESDEN 1.2 W"
US1KSDC0008,39.9373,-100.5152,"OBERLIN 7.9 N"
US1KSDC0009,39.8251,-100.6239,"OBERLIN 5.0 W"
US1KSDG0003,38.9884,-95.2989,"LAWRENCE 2.9 NW"
US1KSDG0010,38.9669,-95.2967,"LAWRENCE 2.2 W"
US1KSDG0013,38.9543,-95.2280,"LAWRENCE 1.6 ESE"
US1KSDG0015,38.9745,-95.2751,"LAWRENCE 1.3 NW"
US1KSDG0045,38.7678,-95.4701,"OVERBROOK 4.7 E"
US1KSDG0046,39.0085,-95.4166,"LAWRENCE 9.2 WNW"
US1KSDG0054,38.9522,-95.2195,"LAWRENCE 2.1 ESE"
US1KSDG0057,38.8396,-95.1572,"BALDWIN CITY 4.6 NNE"
US1KSDG0061,38.7767,-95.1960,"BALDWIN CITY 0.6 W"
US1KSDG0063,38.7479,-95.3691,"BALDWIN CITY 10.1 WSW"
US1KSDG0065,38.7503,-95.3209,"BALDWIN CITY 7.5 WSW"
US1KSDG0066,38.9326,-95.2449,"LAWRENCE 2.2 SSE"
US1KSDG0069,38.9373,-95.2399,"LAWRENCE 2.0 SSE"
US1KSDG0071,38.9803,-95.2872,"LAWRENCE 2.1 NW"
US1KSDG0072,38.9654,-95.2735,"LAWRENCE 1.0 W"
US1KSDG0073,38.9686,-95.3264,"LAWRENCE 3.8 W"
US1KSDG0074,38.9563,-95.3018,"LAWRENCE 2.5 W"
US1KSDG0075,38.9740,-95.2763,"LAWRENCE 1.4 NW"
US1KSDG0076,38.9471,-95.2136,"LAWRENCE 2.5 ESE"
US1KSDG0080,38.9803,-95.2542,"LAWRENCE 1.2 N"
US1KSDK0001,38.9053,-97.1196,"ENTERPRISE 0.3 NW"
US1KSDK0006,38.9117,-97.2655,"ABILENE 2.4 WSW"
US1KSDK0011,38.7323,-97.2410,"HOPE 9.4 WNW"
US1KSDK0012,38.9197,-97.2095,"ABILENE 0.7 E"
US1KSDK0018,39.0525,-96.9769,"CHAPMAN 6.0 NNE"
US1KSDK0019,38.6868,-97.0752,"HOPE 0.3 S"
US1KSDK0025,38.7383,-97.2610,"ABILENE 12.7 S"
US1KSDK0030,38.9341,-97.1238,"ABILENE 5.4 E"
US1KSDK0033,39.0032,-97.2462,"ABILENE 5.9 NNW"
US1KSDK0034,38.9190,-97.3759,"SOLOMON 0.2 W"
US1KSDK0038,38.9200,-96.9503,"CHAPMAN 5.2 SE"
US1KSDK0042,38.7163,-97.3051,"CARLTON 2.1 NNW"
US1KSDK0044,39.0262,-97.2758,"ABILENE 7.9 NNW"
US1KSDK0045,38.7903,-97.1303,"HOPE 7.5 NNW"
US1KSDK0047,38.7710,-97.2250,"ABILENE 10.3 S"
US1KSDK0049,38.9204,-97.2357,"ABILENE 0.7 W"
US1KSDK0051,38.8853,-97.1480,"ENTERPRISE 2.1 SW"
US1KSDK0053,38.7627,-97.2443,"ABILENE 10.9 S"
US1KSDK0054,38.9346,-97.2154,"ABILENE 1.1 NNE"
US1KSDK0055,38.7842,-97.2327,"ABILENE 9.4 S"
US1KSDK0056,39.0258,-97.0352,"CHAPMAN 3.8 NNW"
US1KSDK0058,38.6636,-97.3528,"CARLTON 3.6 WSW"
US1KSDK0060,38.7904,-97.2240,"ABILENE 9.0 S"
US1KSDK0065,38.9691,-97.0183,"CHAPMAN 0.2 SSE"
US1KSDK0066,38.6729,-96.9519,"HERINGTON 0.4 W"
US1KSDK0067,38.9170,-97.2323,"ABILENE 0.6 WSW"
US1KSDK0068,38.8267,-96.9296,"WOODBINE 2.7 NE"
US1KSDK0072,38.9029,-97.2136,"ABILENE 1.3 SSE"
US1KSDP0005,39.7901,-95.0838,"TROY 0.4 NE"
US1KSDP0009,39.7472,-95.1294,"TROY 3.5 SW"
US1KSDP0010,39.6748,-95.2775,"LANCASTER 7.3 N"
US1KSDP0017,39.8251,-94.9317,"WATHENA 4.3 NNE"
US1KSDP0018,39.7547,-95.1834,"BENDENA 1.0 NNW"
US1KSED0007,37.9115,-99.0338,"BELPRE 4.5 SE"
US1KSED0009,37.9250,-99.4119,"KINSLEY 0.2 NNW"
US1KSED0014,37.9429,-99.3231,"LEWIS 3.8 W"
US1KSED0015,37.7496,-99.5595,"OFFERLE 9.8 S"
US1KSED0019,37.8899,-99.5594,"OFFERLE 0.1 SE"
US1KSEK0005,37.4567,-96.2567,"HOWARD 0.9 SSE"
US1KSEK0006,37.5080,-96.2382,"HOWARD 3.0 NNE"
US1KSEL0001,38.8977,-99.2758,"HAYS 2.7 ENE"
US1KSEL0002,38.8180,-99.4286,"HAYS 7.1 SW"
US1KSEL0006,38.8923,-99.3445,"HAYS 1.7 NW"
US1KSEL0014,38.8603,-99.3104,"HAYS 1.3 SSE"
US1KSEL0015,38.9009,-99.3350,"HAYS 1.8 NNW"
US1KSEL0024,39.0016,-99.2726,"HAYS 8.9 NNE"
US1KSEL0033,38.8431,-99.2833,"HAYS 3.1 SE"
US1KSEL0037,38.9002,-99.0608,"GORHAM 2.4 NW"
US1KSEL0042,39.0867,-99.4467,"ELLIS 12.0 NNE"
US1KSEL0043,38.8129,-99.3735,"HAYS 5.4 SSW"
US1KSEL0044,38.8861,-99.1785,"VICTORIA 2.8 NW"
US1KSEL0047,38.8528,-99.1450,"VICTORIA 0.1 ESE"
US1KSEL0055,38.7543,-99.2627,"HAYS 9.3 SSE"
US1KSEL0060,38.9733,-99.2794,"HAYS 6.9 NNE"
US1KSEL0062,38.7849,-99.2191,"MUNJOR 3.2 ESE"
US1KSEL0064,38.8764,-99.3234,"HAYS 0.3 WSW"
US1KSEL0067,38.8097,-99.1704,"VICTORIA 3.3 SSW"
US1KSEL0074,38.8930,-99.3395,"HAYS 1.5 NW"
US1KSEL0076,38.8535,-99.5404,"ELLIS 5.8 S"
US1KSEL0077,38.8824,-99.3031,"HAYS 0.9 ENE"
US1KSEL0079,38.9930,-99.5393,"ELLIS 4.1 NNE"
US1KSEL0083,38.9445,-99.4561,"ELLIS 5.6 E"
US1KSEL0084,38.8837,-99.3081,"HAYS 0.7 ENE"
US1KSEL0095,39.0758,-99.4615,"PLAINVILLE 13.9 SW"
US1KSEL0097,38.8583,-99.1472,"VICTORIA 0.3 N"
US1KSEL0103,38.8925,-99.3088,"HAYS 1.1 NNE"
US1KSEL0105,38.8585,-99.1493,"VICTORIA 0.4 NNW"
US1KSEW0001,38.5752,-98.1461,"GENESEO 4.1 N"
US1KSEW0003,38.7353,-98.2233,"ELLSWORTH 0.3 E"
US1KSEW0005,38.5499,-98.3127,"LORRAINE 1.4 S"
US1KSEW0007,38.5943,-98.4191,"HOLYROOD 0.6 NW"
US1KSEW0009,38.6734,-98.4460,"HOLYROOD 6.2 NNW"
US1KSEW0014,38.7594,-97.9656,"BROOKVILLE 5.5 W"
US1KSEW0032,38.5507,-98.2786,"LORRAINE 2.5 ESE"
US1KSEW0033,38.7524,-98.0953,"KANOPOLIS 4.5 NE"
US1KSEW0039,38.7030,-98.1549,"KANOPOLIS 0.4 SSE"
US1KSEW0044,38.6835,-98.4620,"HOLYROOD 7.2 NNW"
US1KSEW0045,38.7330,-98.2237,"ELLSWORTH 0.3 SE"
US1KSEW0046,38.6386,-97.9712,"MARQUETTE 9.4 NW"
US1KSEW0047,38.7352,-98.2309,"ELLSWORTH 0.2 W"
US1KSEW0048,38.6559,-98.4274,"HOLYROOD 4.8 N"
US1KSEW0049,38.8163,-97.9968,"BROOKVILLE 7.7 WNW"
US1KSEW0050,38.7253,-98.2166,"ELLSWORTH 0.9 SE"
US1KSFI0003,38.2490,-100.6270,"GARDEN CITY 23 NE"
US1KSFI0004,38.0935,-100.8876,"GARDEN CITY 8.3 NNW"
US1KSFI0009,38.0591,-100.2865,"KALVESTA 0.7 NNW"
US1KSFI0010,37.8304,-100.8713,"GARDEN CITY 10.1 S"
US1KSFI0013,38.1026,-100.4731,"KALVESTA 9.9 WNW"
US1KSFI0023,38.0079,-100.8658,"GARDEN CITY 2.1 N"
US1KSFI0026,37.9488,-100.8807,"GARDEN CITY 2.2 SSW"
US1KSFI0027,38.1619,-100.8296,"GARDEN CITY 12.9 N"
US1KSFI0030,37.9838,-100.9845,"HOLCOMB 0.5 SSE"
US1KSFI0033,37.9525,-100.9191,"GARDEN CITY 3.5 WSW"
US1KSFI0034,38.0724,-100.8353,"GARDEN CITY 6.8 NNE"
US1KSFI0037,37.9911,-100.8513,"GARDEN CITY 1.2 NNE"
US1KSFI0038,37.9806,-100.8790,"GARDEN CITY 0.9 WNW"
US1KSFI0040,38.2151,-100.3551,"KALVESTA 12.1 NNW"
US1KSFI0041,37.9850,-100.8266,"GARDEN CITY 2.0 ENE"
US1KSFO0001,37.5171,-100.0316,"DODGE CITY 16 S"
US1KSFO0005,37.7384,-100.0284,"DODGE CITY 1.6 SSW"
US1KSFO0007,37.7370,-100.0294,"DODGE CITY 1.7 SSW"
US1KSFO0009,37.7658,-100.0446,"DODGE CITY 1.7 WNW"
US1KSFO0013,37.7858,-100.0121,"DODGE CITY 1.9 N"
US1KSFO0015,37.7869,-100.1809,"DODGE CITY 9.1 WNW"
US1KSFO0018,37.7604,-99.9688,"DODGE CITY 2.7 ENE"
US1KSFO0022,37.8245,-100.0542,"DODGE CITY 5.5 NNW"
US1KSFO0023,37.5750,-100.0170,"DODGE CITY 12.7 S"
US1KSFO0024,37.8325,-100.0161,"DODGE CITY 5.1 N"
US1KSFO0033,37.6163,-99.9246,"DODGE CITY 11.0 SSE"
US1KSFO0035,37.5333,-99.7397,"KINGSDOWN 2.0 NE"
US1KSFO0037,37.7855,-100.0108,"DODGE CITY 1.9 N"
US1KSFO0050,37.4864,-99.9575,"MINNEOLA 4.3 NE"
US1KSFO0051,37.8085,-99.9470,"WRIGHT 3.7 WNW"
US1KSFO0057,37.7821,-100.0326,"DODGE CITY 1.9 NNW"
US1KSFO0058,37.6779,-100.0000,"DODGE CITY 5.6 S"
US1KSFO0059,37.7177,-100.0673,"DODGE CITY 4.0 SW"
US1KSFO0062,37.6021,-99.7038,"FORD 3.7 SE"
US1KSFO0064,37.8064,-99.8328,"WRIGHT 3.6 ENE"
US1KSFO0065,37.7578,-99.9972,"DODGE CITY 1.0 E"
US1KSFO0066,37.6574,-99.9612,"DODGE CITY 7.6 SSE"
US1KSFO0067,37.7808,-99.8872,"WRIGHT 0.2 ENE"
US1KSFO0068,37.5514,-99.6351,"BUCKLIN 0.2 N"
US1KSFO0069,37.7872,-100.0236,"DODGE CITY 2.0 NNW"
US1KSFO0071,37.7854,-99.8144,"SPEARVILLE 5.4 SW"
US1KSFO0072,37.5476,-99.6326,"BUCKLIN 0.1 SE"
US1KSFO0073,37.8072,-99.8081,"SPEARVILLE 4.1 SW"
US1KSFO0075,37.8433,-99.7593,"SPEARVILLE 0.4 SW"
US1KSFO0077,37.7897,-100.0144,"DODGE CITY 2.1 N"
US1KSFR0003,38.5119,-95.2490,"PRINCETON 2.0 NE"
US1KSFR0010,38.6433,-95.4901,"POMONA 3.0 NW"
US1KSFR0013,38.5914,-95.2757,"OTTAWA 0.4 SSW"
US1KSFR0014,38.5662,-95.3253,"OTTAWA 4.4 SW"
US1KSFR0017,38.4038,-95.2520,"RICHMOND 0.2 NNE"
US1KSFR0018,38.4218,-95.1233,"LANE 2.6 WSW"
US1KSFR0019,38.4699,-95.4903,"WILLIAMSBURG 1.5 WSW"
US1KSFR0021,38.5416,-95.3251,"OTTAWA 5.6 SW"
US1KSFR0022,38.5936,-95.2613,"OTTAWA 1.1 SSE"
US1KSFR0023,38.6849,-95.3611,"POMONA 7.1 NE"
US1KSFR0027,38.4064,-95.0838,"GREELEY 3.6 NE"
US1KSFR0028,38.5203,-95.2934,"OTTAWA 6.3 SSW"
US1KSGE0007,38.9535,-96.5388,"ALTA VISTA 6.7 NNW"
US1KSGE0009,39.1399,-96.8865,"MILFORD 2.8 SSE"
US1KSGE0010,39.0311,-96.8284,"JUNCTION CITY 0.8 ENE"
US1KSGH0004,39.5603,-99.8460,"HILL CITY 13 N"
US1KSGH0008,39.1330,-99.6192,"PALCO 8.9 SSW"
US1KSGH0009,39.3722,-99.8342,"HILL CITY 0.8 ENE"
US1KSGH0010,39.3496,-100.0802,"MORLAND 0.3 W"
US1KSGH0011,39.3562,-99.9238,"HILL CITY 4.2 W"
US1KSGO0007,39.0703,-100.3652,"PARK 2.8 S"
US1KSGO0008,39.1137,-100.4684,"GRAINFIELD 0.0 SSE"
US1KSGO0009,39.0251,-100.2047,"QUINTER 3.3 SSE"
US1KSGO0011,38.7600,-100.3400,"GOVE CITY 16.0 SSE"
US1KSGO0013,38.8938,-100.2486,"QUINTER 12.0 S"
US1KSGO0022,38.8770,-100.1644,"QUINTER 13.6 SSE"
US1KSGT0002,37.5873,-101.3695,"ULYSSES 0.9 NW"
US1KSGT0003,37.6100,-101.4700,"ULYSSES 6.6 WNW"
US1KSGT0005,37.5990,-101.2911,"ULYSSES 3.8 ENE"
US1KSGT0007,37.6559,-101.1385,"ULYSSES 13.0 ENE"
US1KSGT0011,37.4902,-101.3819,"ULYSSES 6.3 SSW"
US1KSGT0013,37.5869,-101.3677,"ULYSSES 0.9 NW"
US1KSGW0001,37.8331,-96.2984,"EUREKA 0.9 NW"
US1KSGW0008,37.9156,-96.2703,"EUREKA 6.5 N"
US1KSGY0004,37.7080,-100.2690,"CIMARRON 7 SE"
US1KSGY0009,37.9185,-100.3920,"INGALLS 7.1 NNE"
US1KSGY0010,37.8157,-100.3444,"CIMARRON 0.5 N"
US1KSGY0016,37.8647,-100.5556,"INGALLS 6.2 WNW"
US1KSGY0023,37.5917,-100.4396,"MONTEZUMA 0.3 SSE"
US1KSGY0024,37.7951,-100.5800,"INGALLS 7.3 WSW"
US1KSGY0026,37.7515,-100.5324,"INGALLS 6.9 SW"
US1KSGY0027,37.6628,-100.4514,"MONTEZUMA 4.6 N"
US1KSGY0030,37.8060,-100.3430,"CIMARRON 0.2 SE"
US1KSGY0040,37.5946,-100.4399,"MONTEZUMA 0.2 SE"
US1KSGY0041,37.5942,-100.4594,"MONTEZUMA 0.4 W"
US1KSGY0042,37.8160,-100.4140,"CIMARRON 3.8 W"
US1KSHG0001,38.0720,-100.1100,"JETMORE 12 W"
US1KSHG0003,38.0285,-99.7860,"JETMORE 6.9 ESE"
US1KSHG0005,38.0841,-99.8966,"JETMORE 0.2 WNW"
US1KSHG0008,38.0291,-100.1569,"JETMORE 14.9 WSW"
US1KSHG0009,38.1048,-99.7310,"HANSTON 1.6 SW"
US1KSHG0012,38.1529,-100.0843,"JETMORE 11.5 WNW"
US1KSHM0001,38.2219,-101.9860,"SYRACUSE 20 NW"
US1KSHM0002,38.1325,-101.5780,"KENDALL 13 N"
US1KSHM0003,37.7833,-101.8346,"SYRACUSE 14.4 SSW"
US1KSHM0004,38.2261,-101.9275,"SYRACUSE 19 NNW"
US1KSHM0005,37.9376,-101.8714,"SYRACUSE 7.2 WSW"
US1KSHM0006,38.0837,-101.6843,"SYRACUSE 8.0 NNE"
US1KSHM0007,38.1328,-101.7167,"SYRACUSE 10.6 N"
US1KSHM0008,37.9937,-101.7428,"SYRACUSE 1.0 NNE"
US1KSHM0012,38.0196,-102.0177,"COOLIDGE 1.6 SSW"
US1KSHM0016,38.2297,-101.7265,"SYRACUSE 17.2 N"
US1KSHM0018,37.7966,-101.9092,"SYRACUSE 15.4 SW"
US1KSHM0019,38.0175,-101.7304,"SYRACUSE 3.1 NNE"
US1KSHM0022,37.7508,-101.9287,"SYRACUSE 18.6 SSW"
US1KSHM0023,38.0033,-101.8005,"SYRACUSE 3.1 WNW"
US1KSHM0025,37.9902,-101.5417,"KENDALL 3.5 N"
US1KSHM0026,38.0408,-102.0100,"COOLIDGE 0.1 W"
US1KSHM0029,37.9568,-101.6732,"SYRACUSE 4.6 ESE"
US1KSHM0031,37.7776,-101.6902,"KENDALL 13.9 SW"
US1KSHM0033,37.8470,-101.6880,"KENDALL 10.3 SW"
US1KSHM0036,37.8797,-101.6884,"SYRACUSE 7.8 SSE"
US1KSHM0045,38.1904,-101.7168,"SYRACUSE 14.6 N"
US1KSHM0047,37.9803,-101.7425,"SYRACUSE 0.5 E"
US1KSHP0003,37.1587,-98.0315,"ANTHONY 0.4 NNW"
US1KSHP0008,37.0653,-98.0068,"ANTHONY 6.2 SSE"
US1KSHV0001,37.9959,-97.2452,"NEWTON 6.2 ESE"
US1KSHV0002,38.0537,-97.4642,"NEWTON 6.5 WNW"
US1KSHV0005,38.0399,-97.3237,"NEWTON 1.0 ESE"
US1KSHV0009,38.0797,-97.3531,"NORTH NEWTON 0.6 NW"
US1KSHV0011,38.1106,-97.5956,"BURRTON 7.4 NE"
US1KSHV0012,38.1600,-97.5400,"MOUNDRIDGE 3.2 SSW"
US1KSHV0013,38.0135,-97.5838,"HALSTEAD 4.1 WNW"
US1KSHV0014,38.0685,-97.3904,"NEWTON 3.1 WNW"
US1KSHV0017,38.0204,-97.5752,"HALSTEAD 3.8 WNW"
US1KSHV0019,38.0722,-97.5067,"HALSTEAD 4.9 N"
US1KSHV0020,38.0242,-97.4629,"HALSTEAD 3.0 ENE"
US1KSHV0022,37.9950,-97.5087,"HALSTEAD 0.4 S"
US1KSHV0023,37.9558,-97.4757,"SEDGWICK 3.8 NW"
US1KSHV0024,37.9988,-97.5174,"HALSTEAD 0.5 WSW"
US1KSHV0027,38.0715,-97.5477,"HALSTEAD 5.3 NNW"
US1KSHV0035,37.9751,-97.3100,"NEWTON 5.1 SSE"
US1KSHV0038,37.9583,-97.5752,"HALSTEAD 4.6 SW"
US1KSHV0040,38.1477,-97.4317,"HESSTON 0.6 NNW"
US1KSHV0043,38.0708,-97.3128,"NEWTON 2.4 NE"
US1KSHV0044,38.1647,-97.4814,"HESSTON 3.4 WNW"
US1KSHV0045,38.0068,-97.3333,"NEWTON 2.6 S"
US1KSHV0046,38.0153,-97.3445,"NEWTON 2.0 S"
US1KSHV0047,38.0584,-97.5616,"BURRTON 6.5 ENE"
US1KSHV0048,38.1763,-97.2145,"PEABODY 5.9 W"
US1KSHV0049,37.9692,-97.2739,"NEWTON 6.4 SE"
US1KSJA0001,39.3032,-95.8141,"MAYETTA 5.5 WSW"
US1KSJA0003,39.3261,-95.8482,"MAYETTA 6.8 W"
US1KSJA0005,39.4246,-95.9245,"SOLDIER 8.1 SSE"
US1KSJF0002,39.0485,-95.1931,"LAWRENCE 6.8 NNE"
US1KSJF0003,39.1051,-95.5490,"GRANTVILLE 1.6 NE"
US1KSJF0005,39.0660,-95.5908,"TOPEKA 5.8 ENE"
US1KSJF0007,39.2083,-95.3126,"OSKALOOSA 0.5 S"
US1KSJF0008,39.1932,-95.2062,"MCLOUTH 0.2 SE"
US1KSJF0009,39.2334,-95.4679,"OZAWKIE 0.2 S"
US1KSJF0012,39.3081,-95.4195,"VALLEY FALLS 3.2 SE"
US1KSJO0006,38.9049,-94.7569,"OLATHE 3.3 ENE"
US1KSJO0024,38.8144,-94.9194,"GARDNER 0.4 ENE"
US1KSJO0042,38.9315,-94.8865,"OLATHE 4.9 NW"
US1KSJO0051,38.9064,-94.7989,"OLATHE 1.6 NNE"
US1KSJO0053,38.8669,-94.6923,"OVERLAND PARK 3.3 S"
US1KSJO0058,39.0019,-94.6535,"OVERLAND PARK 1.7 NE"
US1KSJO0061,38.8570,-94.6800,"OVERLAND PARK 4.0 S"
US1KSJO0062,38.8451,-94.6519,"OVERLAND PARK 5.1 SSE"
US1KSJO0065,39.0076,-94.7880,"SHAWNEE 1.0 ESE"
US1KSJO0066,39.0037,-94.7853,"SHAWNEE 1.3 SE"
US1KSJO0071,38.9197,-94.8639,"OLATHE 3.5 NW"
US1KSJO0072,38.9506,-94.8093,"LENEXA 1.4 SW"
US1KSJO0074,38.9936,-94.8849,"SHAWNEE 4.6 WSW"
US1KSJO0079,38.8469,-94.6634,"STANLEY 0.8 WSW"
US1KSJO0080,39.0420,-94.7785,"LAKE QUIVIRA 0.6 W"
US1KSJO0088,39.0231,-94.8304,"SHAWNEE 1.5 WNW"
US1KSJO0090,38.8209,-94.9148,"GARDNER 0.8 NE"
US1KSJO0091,38.7697,-94.7867,"SPRING HILL 2.5 ENE"
US1KSJO0101,39.0032,-94.6605,"OVERLAND PARK 1.6 NNE"
US1KSJO0107,38.8688,-94.7440,"OLATHE 4.0 ESE"
US1KSJO0109,38.9537,-94.7018,"OVERLAND PARK 2.8 NNW"
US1KSJW0007,39.7790,-97.9993,"FORMOSO 0.3 W"
US1KSJW0010,39.6689,-98.1531,"JEWELL 0.2 SSW"
US1KSKE0012,38.0850,-101.5056,"KENDALL 10.2 N"
US1KSKE0014,37.9029,-101.5005,"KENDALL 3.3 SE"
US1KSKE0017,37.9885,-101.1249,"DEERFIELD 0.6 NE"
US1KSKE0022,38.0170,-101.4902,"KENDALL 6.0 NNE"
US1KSKM0002,37.7209,-98.3193,"PENALOSA 0.4 N"
US1KSKM0012,37.5209,-97.8259,"NORWICH 4.6 NNE"
US1KSKM0015,37.5332,-98.0811,"KINGMAN 8.1 SSE"
US1KSKM0019,37.6750,-98.1292,"KINGMAN 2.1 NNW"
US1KSKM0020,37.6666,-98.1119,"KINGMAN 1.4 N"
US1KSKW0002,37.4080,-99.4451,"MULLINVILLE 12.5 S"
US1KSKW0005,37.6652,-99.5133,"MULLINVILLE 5.7 NNW"
US1KSKW0006,37.6073,-99.2925,"GREENSBURG 0.1 NNW"
US1KSKW0013,37.5041,-99.0299,"CROFT 2.4 WNW"
US1KSKW0016,37.5858,-99.2853,"GREENSBURG 1.4 SSE"
US1KSKW0018,37.4978,-99.3744,"GREENSBURG 8.7 SSW"
US1KSKW0019,37.6604,-99.2286,"HAVILAND 7.4 WNW"
US1KSLB0007,37.3299,-95.2578,"PARSONS 0.8 SE"
US1KSLB0008,37.3368,-95.2552,"PARSONS 0.7 ESE"
US1KSLC0003,38.9477,-97.9607,"BEVERLY 4.6 S"
US1KSLC0005,39.0122,-97.9769,"BEVERLY 0.1 SSW"
US1KSLC0012,39.1108,-98.4034,"SYLVAN GROVE 6.8 N"
US1KSLE0012,38.4844,-100.4732,"DIGHTON 0.4 WNW"
US1KSLG0002,39.0100,-101.2650,"WINONA 3.7 SSW"
US1KSLG0003,38.9852,-100.9244,"OAKLEY 10.4 SSW"
US1KSLG0005,39.1274,-100.8530,"OAKLEY 0.1 NNE"
US1KSLG0008,39.0467,-100.9978,"MONUMENT 3.7 S"
US1KSLG0010,39.1286,-100.8509,"OAKLEY 0.3 NE"
US1KSLG0015,39.0347,-100.9230,"OAKLEY 7.3 SSW"
US1KSLG0017,39.1253,-100.8483,"OAKLEY 0.3 E"
US1KSLG0018,39.1290,-100.8418,"OAKLEY 0.7 ENE"
US1KSLG0022,39.0580,-101.2441,"WINONA 0.2 S"
US1KSLN0005,38.2868,-94.9964,"PARKER 2.9 S"
US1KSLV0004,39.2833,-94.9832,"LEAVENWORTH 4.3 SW"
US1KSLV0006,39.0445,-95.1190,"TONGANOXIE 4.9 SSW"
US1KSLV0009,39.2766,-94.9562,"LEAVENWORTH 3.8 SSW"
US1KSLV0010,39.2337,-95.1366,"MCLOUTH 4.7 NE"
US1KSLV0014,39.2783,-94.9560,"LEAVENWORTH 3.7 SSW"
US1KSLY0002,38.4127,-96.2088,"EMPORIA 0.9 W"
US1KSLY0005,38.3820,-96.0972,"EMPORIA 5.6 ESE"
US1KSLY0008,38.5812,-96.2122,"AMERICUS 5.8 NNE"
US1KSLY0011,38.4157,-96.1920,"EMPORIA 0.3 N"
US1KSLY0013,38.2021,-96.0496,"HARTFORD 8.9 SW"
US1KSMC0001,39.4800,-97.9800,"SCOTTSVILLE 4.6 SSW"
US1KSMC0004,39.3265,-98.1518,"BELOIT 9.9 SSW"
US1KSMC0006,39.4695,-98.1164,"BELOIT 0.5 WNW"
US1KSMC0007,39.2633,-98.4106,"HUNTER 2.1 NNW"
US1KSMC0008,39.2622,-98.1083,"BARNARD 6.1 NW"
US1KSMC0013,39.4635,-98.1047,"BELOIT 0.2 SE"
US1KSMC0018,39.4778,-98.0781,"BELOIT 1.9 ENE"
US1KSMC0022,39.5256,-98.0048,"BELOIT 6.9 NE"
US1KSMC0028,39.2342,-98.2191,"HUNTER 9.5 E"
US1KSMC0029,39.4711,-98.1119,"BELOIT 0.4 NNW"
US1KSME0002,37.4150,-100.4910,"MEADE 12 NW"
US1KSME0008,37.1956,-100.3810,"MEADE 6.6 SSW"
US1KSME0010,37.2869,-100.3456,"MEADE 0.5 WNW"
US1KSME0012,37.1542,-100.3978,"MEADE 9.6 SSW"
US1KSME0013,37.0890,-100.1991,"MEADE 15.5 SSE"
US1KSME0016,37.3878,-100.4375,"MEADE 9.0 NW"
US1KSME0018,37.1626,-100.4021,"MEADE 9.2 SSW"
US1KSME0019,37.2606,-100.5960,"PLAINS 0.4 WSW"
US1KSME0020,37.2887,-100.3448,"MEADE 0.5 NW"
US1KSME0021,37.4314,-100.4870,"MEADE 12.4 NW"
US1KSMG0017,37.1709,-95.5572,"LIBERTY 2.5 ENE"
US1KSMG0018,37.1520,-95.9322,"HAVANA 4.2 N"
US1KSMG0019,37.0364,-95.6195,"COFFEYVILLE 0.8 ESE"
US1KSMI0006,38.6358,-94.7250,"LOUISBURG 2.4 WNW"
US1KSMI0013,38.6058,-94.7202,"LOUISBURG 2.4 WSW"
US1KSMI0015,38.5911,-94.8706,"PAOLA 1.0 NNW"
US1KSMI0016,38.7233,-94.7014,"BUCYRUS 0.9 E"
US1KSMN0005,38.5366,-97.0957,"TAMPA 3.2 ESE"
US1KSMN0006,38.4105,-96.9667,"MARION 5.0 NNE"
US1KSMN0013,38.3248,-96.9836,"MARION 2.4 SE"
US1KSMN0014,38.2753,-97.3262,"HILLSBORO 8.5 SW"
US1KSMN0016,38.2675,-97.2428,"HILLSBORO 6.2 SSW"
US1KSMN0017,38.2752,-97.1940,"HILLSBORO 5.3 S"
US1KSMN0022,38.3483,-97.1957,"HILLSBORO 0.4 ESE"
US1KSMN0026,38.1802,-97.3376,"NEWTON 9.4 N"
US1KSMN0033,38.4269,-97.0763,"MARION 6.3 NNW"
US1KSMP0002,38.3299,-97.7787,"MC PHERSON 6.6 WSW"
US1KSMP0005,38.5813,-97.7776,"LINDSBORG 5.6 W"
US1KSMP0012,38.2261,-97.7872,"INMAN 0.8 WSW"
US1KSMP0014,38.3982,-97.5207,"GALVA 1.5 NE"
US1KSMP0015,38.1843,-97.6106,"MOUNDRIDGE 5.3 WSW"
US1KSMP0020,38.5446,-97.8888,"MARQUETTE 3.0 WSW"
US1KSMP0021,38.4325,-97.4277,"CANTON 3.2 N"
