id,latitude,longitude,name
FIE00141855,60.1781,19.9894,"JOMALA JOMALABY"
FIE00141864,60.3008,19.1350,"HAMMARLAND MARKET"
FIE00141874,59.5056,20.3556,"KOKAR BOGSKAR"
FIE00141890,60.1117,21.7028,"PARAINEN FAGERHOLM"
FIE00141909,60.2581,20.7506,"KUMLINGE KIRKONKYLA"
FIE00141925,59.7733,22.9517,"HANKO RUSSARO"
FIE00141935,60.3867,22.5544,"KAARINA YLTOINEN"
FIE00141989,59.8692,22.1967,"KEMIONSAARI VANO"
FIE00141994,59.8083,22.9156,"HANKO TULLINIEMI"
FIE00142010,60.4542,22.1817,"TURKU ARTUKAINEN"
FIE00142015,60.1714,22.7606,"KEMIONSAARI KEMIO KK"
FIE00142025,59.8439,23.2517,"HANKO TVARMINNE"
FIE00142035,60.3733,23.1158,"SALO KARKKA"
FIE00142060,60.4908,23.7692,"NUMMI-PUSULA LEPPAKORPI"
FIE00142069,59.8206,23.5764,"RAASEPORI JUSSARO"
FIE00142075,60.4631,23.6525,"SALO KIIKALA LENTOKENTTA"
FIE00142080,60.3269,24.9603,"VANTAA HELSINKI-VANTAAN LENTO"
FIE00142085,59.9308,24.0169,"INKOO BAGASKAR"
FIE00142101,60.2000,24.9167,"HELSINKI ILMALA"
FIE00142106,60.2439,24.0525,"LOHJA PORLA"
FIE00142116,60.4183,24.4017,"VIHTI MAASOJA"
FIE00142185,60.1044,24.9783,"HELSINKI HARMAJA"
FIE00142190,59.9200,24.3525,"KIRKKONUMMI MAKILUOTO"
FIE00142220,59.9481,24.9300,"HELSINKI HELSINGIN MAJAKKA"
FIE00142226,60.2028,24.9642,"HELSINKI KUMPULA"
FIE00142241,60.2531,25.0481,"HELSINKI-MALMIN LENTOASEMA"
FIE00142300,59.9850,25.6017,"PORVOO KALBADAGRUND"
FIE00142305,60.2033,25.6283,"PORVOO EMASALO"
FIE00142331,60.3914,25.6114,"PORVOO HARABACKA"
FIE00142341,60.3753,26.9617,"KOTKA RANKKI"
FIE00142385,60.2744,26.4478,"LOVIISA ORRENGRUND"
FIE00142400,60.2864,27.1881,"KOTKA HAAPASAARI"
FIE00142411,61.4656,21.7967,"PORI PORIN LENTOASEMA"
FIE00142436,60.8017,21.4281,"UUSIKAUPUNKI NERVANDERINPUIST"
FIE00142486,60.7219,21.0300,"KUSTAVI ISOKARI"
FIE00142495,61.1444,21.3058,"RAUMA KYLMAPIHLAJA"
FIE00142506,61.4789,21.7864,"PORI RAUTATIEASEMA"
FIE00142511,60.5153,22.2775,"TURKU TURUN LENTOASEMA"
FIE00142526,61.2706,22.2519,"KOKEMAKI PEIPOHJA HYRKOLA"
FIE00142561,61.0231,22.7017,"HUITTINEN SALLILA"
FIE00142586,60.9042,22.7150,"ORIPAA TEINIKIVI"
FIE00142611,60.8714,22.3914,"POYTYA YLANE"
FIE00142631,61.2528,22.3494,"KOKEMAKI TULKKILA"
FIE00142696,61.3964,23.3394,"NOKIA TOTTIJARVI"
FIE00142706,61.4206,23.6231,"PIRKKALA TAMPERE-PIRKKALAN LE"
FIE00142736,61.4656,23.7500,"TAMPERE HARMALA"
FIE00142741,60.6464,23.8092,"SOMERO SALKOLA"
FIE00142751,60.5956,24.8064,"HYVINKAA HYVINKAANKYLA"
FIE00142776,60.5244,24.5189,"VIHTI HIISKULA"
FIE00142816,61.0064,23.9231,"HAMEENLINNA PIRTTIKOSKI"
FIE00142846,60.5083,24.6567,"NURMIJARVI GEOFYSIIKAN OBSERV"
FIE00142851,60.9992,24.4944,"HAMEENLINNA KATINEN"
FIE00142856,61.1144,24.3292,"HATTULA LEPAA"
FIE00142871,61.0539,25.0419,"HAMEENLINNA LAMMI PAPPILA"
FIE00143015,61.2650,25.5231,"ASIKKALA PULKKILANHARJU"
FIE00143041,60.8903,26.9442,"KOUVOLA UTTI LENTOPORTINTIE"
FIE00143056,60.6964,26.8133,"KOUVOLA ANJALA"
FIE00143066,61.1994,26.0528,"HEINOLA ASEMANTAUS"
FIE00143136,61.2508,26.7819,"KOUVOLA VOIKOSKI"
FIE00143211,60.5269,27.6756,"VIROLAHTI KOIVUNIEMI"
FIE00143231,61.0439,28.1542,"LAPPEENRANTA LENTOASEMA"
FIE00143270,61.0392,28.5656,"LAPPEENRANTA KONNUNSUO"
FIE00143276,61.0569,28.2117,"LAPPEENRANTA LEPOLA"
FIE00143281,61.3681,28.6831,"RUOKOLAHTI KOTANIEMI SIITONEN"
FIE00143295,61.1978,28.4756,"LAPPEENRANTA HIEKKAPAKKA"
FIE00143306,61.4442,29.4639,"PARIKKALA KOITSANLAHTI"
FIE00143316,62.3339,21.1939,"KASKINEN SALGRUND"
FIE00143321,61.8481,21.6542,"MERIKARVIA TUORILA ALAKYLA"
FIE00143326,62.1328,21.6769,"ISOJOKI KARJENKOSKI"
FIE00143341,62.4917,21.7628,"TEUVA KAUPPILANKYLA"
FIE00143365,61.6303,21.3792,"PORI TAHKOLUOTO"
FIE00143370,62.2031,21.1731,"KRISTIINANKAUPUNKI MAJAKKA"
FIE00143381,61.8381,22.4669,"KANKAANPAA NIINISALO PUOLUSTU"
FIE00143391,62.1831,22.8031,"KARVIA ALKKIA"
FIE00143456,62.4728,22.9133,"JALASJARVI HIRVIJARVI"
FIE00143471,62.4131,22.1867,"KAUHAJOKI KUJA-KOKKO"
FIE00143546,62.4492,23.5581,"ALAVUS SULKAVANKYLA"
FIE00143570,62.3275,23.5456,"VIRRAT AIJANNEVA"
FIE00143575,61.5175,23.7569,"TAMPERE SIILINKARI"
FIE00143586,61.8564,24.7892,"JAMSA HALLI LENTOKENTTA"
FIE00143596,61.8456,24.2906,"JUUPAJOKI HYYTIALA"
FIE00143691,61.8592,24.8181,"JAMSA HALLI LENTOASEMANTIE"
FIE00143707,61.5106,25.8144,"SYSMA JOUTSJARVI"
FIE00143757,62.1544,25.4281,"JYVASKYLA MUURATJARVI"
FIE00143806,61.7042,25.5083,"LUHANKA JUDINSALO"
FIE00143812,62.4103,25.0539,"MULTIA PIRTTIPERA"
FIE00143822,61.8792,26.0989,"JOUTSA LEIVONMAKI SAVENAHO"
FIE00143897,61.9806,26.6456,"KANGASNIEMI KIRKONKYLA"
FIE00143917,61.7656,26.3956,"JOUTSA PARNAMAKI"
FIE00143952,61.6869,27.2100,"MIKKELI LENTOASEMA"
FIE00144041,61.8919,27.8881,"JUVA PARTALA"
FIE00144057,62.3217,27.9108,"VARKAUS KOSULANNIEMI"
FIE00144067,61.7956,28.8492,"SAVONLINNA LAUKANSAARI"
FIE00144077,61.9231,28.3231,"SULKAVA HALTTULA"
FIE00144102,61.9458,28.9344,"SAVONLINNA LENTOASEMA"
FIE00144126,62.0628,28.5692,"RANTASALMI RUKKASLUOTO"
FIE00144132,61.8017,29.3181,"PUNKAHARJU LAUKANSAARI"
FIE00144157,62.0553,29.0469,"ENONKOSKI SIMANALA"
FIE00144167,62.1683,29.2803,"SAVONLINNA SAVONRANTA"
FIE00144172,62.3108,29.6328,"RAAKKYLA KK"
FIE00144202,62.2350,30.3494,"TOHMAJARVI KEMIE"
FIE00144207,62.4358,30.4114,"JOENSUU HUHTILAMPI"
FIE00144212,63.0417,21.7678,"VAASA VAASAN LENTOASEMA"
FIE00144222,63.4353,21.0681,"MUSTASAARI VALASSAARET"
FIE00144242,62.6500,21.5500,"NARPIO ALAMARKKU"
FIE00144272,62.9703,21.7800,"MUSTASAARI RIIMALA"
FIE00144292,62.7333,21.9631,"KURIKKA PYORNI"
FIE00144296,62.9344,21.1883,"KORSNAS BREDSKARET"
FIE00144306,62.9781,20.7433,"MAALAHTI STROMMINGSBADAN"
FIE00144322,62.9367,22.4908,"SEINAJOKI PELMAA"
FIE00144407,63.1203,23.0469,"KAUHAVA LENTOKENTTA"
FIE00144482,62.5344,24.2206,"AHTARI MYLLYMAKI"
FIE00144522,63.4453,24.4478,"HALSUA KANALA PUROLA"
FIE00144542,63.0889,24.2642,"ALAJARVI MOKSY"
FIE00144552,62.5103,24.8108,"MULTIA KARHILA"
FIE00144557,63.0817,25.8617,"VIITASAARI HAAPANIEMI"
FIE00144577,62.8750,25.8653,"AANEKOSKI KALANIEMI"
FIE00144637,62.9214,26.4281,"VESANTO SONKARI"
FIE00144697,63.3144,26.9825,"PIELAVESI VENETMAKI"
FIE00144702,63.0081,27.8025,"SIILINJARVI KUOPION LENTOASEM"
FIE00144712,63.1431,27.3158,"MAANINKA HALOLA"
FIE00144737,63.3769,27.3731,"LAPINLAHTI LAMMINKAYRA"
FIE00144742,62.6642,27.0503,"SUONENJOKI IISVESI"
FIE00144747,62.8500,27.2831,"KARTTULA KALLIORANTA"
FIE00144751,62.7983,27.9081,"KUOPIO RITONIEMI"
FIE00144782,62.8919,27.6367,"KUOPIO SAVILAHTI"
FIE00144797,62.5703,28.5956,"HEINAVESI PALOKKI"
FIE00144802,62.6167,28.9456,"OUTOKUMPU VIURUNIEMI"
FIE00144842,63.2708,28.4731,"RAUTAVAARA ALA-LUOSTA"
FIE00144862,63.3778,28.6650,"RAUTAVAARA YLA-LUOSTA"
FIE00144877,62.6594,29.6144,"LIPERI JOENSUUN LENTOASEMA"
FIE00144882,63.2317,29.2378,"JUUKA NIEMELA"
FIE00144887,62.5167,29.8106,"JOENSUU PYHASELKA"
FIE00144917,63.1081,29.7617,"LIEKSA KOLI"
FIE00144951,62.5456,29.6717,"LIPERI TUISKAVANLUOTO"
FIE00144957,62.6014,29.7267,"JOENSUU LINNUNLAHTI"
FIE00144982,63.3206,30.0492,"LIEKSA LAMPELA"
FIE00145042,63.1417,31.0475,"ILOMANTSI POTSONVAARA"
FIE00145052,62.7692,30.9778,"ILOMANTSI MEKRIJARVI"
FIE00145091,63.7508,22.5267,"PIETARSAARI KALLAN"
FIE00145102,63.7169,23.1425,"KRUUNUPYY LENTOASEMA"
FIE00145112,63.5931,23.7203,"KAUSTINEN TASTULA"
FIE00145151,64.3306,23.4503,"KALAJOKI ULKOKALLA"
FIE00145157,63.8442,23.1281,"KOKKOLA HOLLIHAKA"
FIE00145177,63.7631,24.2842,"TOHOLAMPI ORAVALA"
FIE00145197,64.2306,24.0192,"KALAJOKI PITKASENKYLA"
FIE00145207,64.2731,24.2108,"KALAJOKI METSAKYLA"
FIE00145221,63.8208,24.1669,"TOHOLAMPI LAITALA"
FIE00145227,64.0500,24.7278,"YLIVIESKA LENTOKENTTA"
FIE00145232,64.0664,24.6769,"YLIVIESKA VAHAKANGAS"
FIE00145242,64.1417,25.4281,"HAAPAVESI MUSTIKKAMAKI"
FIE00145292,63.7356,25.7092,"PYHAJARVI OJAKYLA"
FIE00145297,63.6083,25.4725,"PYHAJARVI HIIDENNIEMI"
FIE00145322,63.7281,26.3731,"KIURUVESI KORPIJOKI"
FIE00145347,64.3553,26.3025,"SIIKALATVA KESTILA"
FIE00145377,64.2814,27.6783,"KAJAANI LENTOASEMA-1"
FIE00145382,63.8406,27.2242,"VIEREMA KAARAKKALA"
FIE00145442,64.2908,27.6403,"KAJAANI PALTANIEMI"
FIE00145447,64.2167,27.7550,"KAJAANI PETAISENNISKA"
FIE00145452,63.6667,28.8325,"VALTIMO KK"
FIE00145487,64.4692,28.6217,"RISTIJARVI MUSTAVAARA"
FIE00145502,64.1108,28.3419,"SOTKAMO KUOLANIEMI"
FIE00145522,63.8242,29.4581,"NURMES MUJEJARVI"
FIE00145557,64.0553,29.3169,"KUHMO RAISKIO"
FIE00145562,64.2975,30.1700,"KUHMO KALLIOJOKI"
FIE00145571,64.6117,23.9000,"RAAHE NAHKIAINEN"
FIE00145577,65.0192,24.7314,"HAILUOTO OJAKYLA"
FIE00145606,65.3850,24.1000,"KEMI I MAJAKKA"
FIE00145616,64.6656,24.4106,"RAAHE LAPALUOTO"
FIE00145622,64.9283,25.3506,"OULUNSALO OULUN LENTOASEMA"
FIE00145627,64.6833,25.0925,"SIIKAJOKI REVONLAHTI"
FIE00145661,65.0056,25.3967,"OULU VIHREASAARI"
FIE00145672,64.9375,25.3756,"OULUNSALO PELLONPAA"
FIE00145677,64.5008,26.4275,"VAALA PELSO"
FIE00145702,65.3992,26.9667,"PUDASJARVI LENTOKENTTA"
FIE00145727,64.9269,27.1919,"UTAJARVI SARKIJARVI"
FIE00145742,65.1603,27.6503,"PUDASJARVI JAURAKKAJARVI"
FIE00145772,65.2392,28.4517,"SUOMUSSALMI NALJANKA"
FIE00145787,64.9305,28.7503,"SUOMUSSALMI PESIO"
FIE00145807,64.6656,28.0328,"PUOLANKA KOTILA"
FIE00145812,64.6633,28.0603,"PUOLANKA PALJAKKA"
FIE00145852,65.7831,24.5831,"KEMINMAA KEMI-TORNION LENTOAS"
FIE00145881,65.6725,24.5192,"KEMI AJOS"
FIE00145907,65.8467,24.1775,"TORNIO TORPPI"
FIE00145997,65.9764,26.3714,"RANUA LENTOKENTTA"
FIE00146017,65.7892,27.3367,"PUDASJARVI SARAKYLA"
FIE00146037,65.9781,28.1744,"POSIO RAISTAKKA"
FIE00146042,65.7342,28.5642,"TAIVALKOSKI INKEE"
FIE00146057,65.5739,28.2481,"TAIVALKOSKI KK KAUPPATIE"
FIE00146062,65.9950,29.2258,"KUUSAMO LENTOASEMA-1"
FIE00146067,66.3681,29.3192,"KUUSAMO KIUTAKONGAS"
FIE00146111,66.1653,29.1553,"KUUSAMO RUKATUNTURI"
FIE00146117,65.5194,29.5242,"KUUSAMO TEERIRANTA"
FIE00146121,66.3167,29.4000,"KUUSAMO OULANKA"
FIE00146162,66.5289,24.6531,"YLITORNIO MELTOSJARVI"
FIE00146182,67.3839,24.0158,"KOLARI KATTILAMAA"
FIE00146187,66.7722,23.9669,"PELLO KK MUSEOTIE"
FIE00146207,66.5581,25.8353,"ROVANIEMI LENTOASEMA"
FIE00146241,66.4981,25.7119,"ROVANIEMI RAUTATIEASEMA"
FIE00146258,66.5789,26.0150,"ROVANIEMI APUKKA"
FIE00146318,67.0994,27.5139,"PELKOSENNIEMI KIRKONKYLA"
FIE00146333,66.7153,27.1642,"KEMIJARVI LENTOKENTTA"
FIE00146343,67.2853,28.1800,"SAVUKOSKI KK"
FIE00146363,66.9453,28.9794,"SALLA KELLOSELKA"
FIE00146372,67.0214,27.2219,"PELKOSENNIEMI PYHATUNTURI"
FIE00146378,66.8331,28.6781,"SALLA KK MYLLYTIE"
FIE00146413,67.1622,29.1814,"SALLA NARUSKA"
FIE00146418,68.4503,22.4981,"ENONTEKIO KARESUVANTO"
FIE00146423,67.9681,23.6803,"MUONIO ALAMUONIO"
FIE00146442,68.3617,23.4317,"ENONTEKIO HETTA LENTOASEMA"
FIE00146458,68.2294,24.8417,"KITTILA PULJU"
FIE00146467,68.0617,24.0369,"MUONIO LAUKUKERO"
FIE00146472,67.9728,24.1203,"MUONIO SAMMALTUNTURI"
FIE00146482,67.9992,24.2442,"KITTILA MATOROVA"
FIE00146487,67.6956,24.8625,"KITTILA LENTOASEMA"
FIE00146493,67.9908,24.2433,"KITTILA KENTTAROVA"
FIE00146498,67.6517,24.9056,"KITTILA KK"
FIE00146508,68.1692,25.7867,"KITTILA POKKA"
FIE00146538,67.8206,27.7503,"SODANKYLA LOKKA"
FIE00146543,68.0839,27.1894,"SODANKYLA VUOTSO"
FIE00146563,68.4142,27.4175,"INARI SAARISELKA MATKAILUKESK"
FIE00146567,68.4319,27.4489,"INARI SAARISELKA KAUNISPAA"
FIE00146578,68.4717,28.3242,"INARI RAJA-JOOSEPPI AKUJARVI"
FIE00146582,68.4775,28.3053,"INARI RAJAJOOSEPPI"
FIE00146598,67.7475,29.6150,"SALLA VARRIOTUNTURI"
FIE00146618,69.0483,20.7956,"ENONTEKIO KILPISJARVI KYLAKES"
FIE00146622,69.0419,20.8578,"ENONTEKIO KILPISJARVI SAANA"
FIE00146633,68.6025,23.5803,"ENONTEKIO NAKKALA"
FIE00146663,68.9025,25.7406,"INARI ANGELI LINTUPUOLISELKA"
FIE00146688,68.6069,27.4181,"INARI IVALO LENTOASEMA"
FIE00146698,69.7556,27.0119,"UTSJOKI KEVO"
FIE00146703,70.0814,27.9006,"UTSJOKI NUORGAM"
FIE00146727,69.0714,27.4964,"INARI VAYLA"
FIE00146748,68.9053,27.0181,"INARI KIRKONKYLA"
FIE00146753,69.1403,27.2700,"INARI KAAMANEN"
FIE00146757,69.0478,27.7608,"INARI SEITALAASSA"
FIE00146762,69.7567,27.0150,"UTSJOKI KEVO KEVOJARVI"
FIE00146783,68.8489,28.3039,"INARI NELLIM"
FIE00146798,69.5817,28.8992,"INARI KIRAKKAJARVI"
FIM00002801,69.0500,20.7830,"ENONTEKIO KILPISJARVI"
FJM00091650,-12.4825,177.0692,"Rotuma"
FJM00091652,-16.1411,-179.9947,"Udu Point"
FJM00091680,-17.7597,177.4447,"Nadi Airport"
FJM00091683,-18.0467,178.5592,"Nausori"
FJM00091699,-20.6588,-178.7225,"Ono-I-Lau"
FKM00088870,-51.4170,-60.5670,"MOUNT BYRON"
FKM00088881,-51.6670,-58.1000,"MOUNT KENT"
FKM00088889,-51.8230,-58.4470,"MOUNT PLEASANT"
FKM00088894,-52.1500,-60.6000,"MOUNT ALICE"
FMC00914163,9.5367,138.1211,"DUGOR"
FMC00914213,9.4500,138.0667,"GILMAN"
FMC00914251,8.5500,151.9092,"FANANU"
FMC00914325,1.0833,154.8000,"KAPINGAMARANGI"
FMC00914395,5.3544,162.9533,"KOSRAE"
FMC00914419,5.5167,153.8167,"LUKUNOCH"
FMC00914429,9.4833,138.0833,"LUWEECH"
FMC00914585,9.5667,138.1167,"N FANIF"
FMC00914590,3.8500,155.0167,"NUKUORO"
FMC00914720,6.2167,160.7000,"PINGELAP"
FMC00914761,7.3500,149.2000,"POLOWAT"
FMC00914808,9.6333,138.1667,"RUMUNG"
FMC00914831,9.5500,138.1500,"TAMIL"
FMC00914843,5.3264,163.0050,"TOFOL"
FMC00914892,10.0333,139.8000,"ULITHI"
FMC00914898,5.2739,162.9742,"UTWA"
FMC00914911,7.3764,143.9075,"WOLEAI ATOLL"
FMW00040308,9.4833,138.0833,"YAP ISLAND WSO AP"
FMW00040504,6.9667,158.2167,"POHNPEI WSO"
FMW00040505,7.4667,151.8500,"CHUUK WSO AP"
FP000091925,-9.8000,-139.0330,"HIVA-OA"
FP000091929,-16.4500,-151.7500,"BORA-BORA/MOTU-MUTE"
FP000091938,-17.5500,-149.6170,"TAHITI-FAAA"
FP000091943,-14.4830,-145.0330,"TAKAROA"
FP000091948,-23.1330,-134.9670,"MANGAREVA"
FP000091954,-23.3500,-149.4830,"TUBUAI"
FP000091958,-27.6170,-144.3330,"RAPA"
FR000007130,48.0689,-1.7339,"RENNES-ST JACQUES"
FR000007190,48.5492,7.6403,"STRASBOURG-ENTZHEIM"
FR000007255,47.0592,2.3594,"BOURGES"
FR000007510,44.8306,0.6914,"BORDEAUX-MERIGNAC"
FR000007560,44.1167,3.5831,"MONT-AIGOUAL"
FR000007630,43.6208,1.3789,"TOULOUSE-BLAGNAC"
FR000007650,43.4378,5.2158,"MARSEILLES-MARIGNANE"
FR000007747,42.7369,2.8728,"PERPIGNAN"
FR069029001,45.7264,5.0778,"LYON - ST EXUPERY"
FRE00104036,50.1358,1.8339,"ABBEVILLE"
FRE00104040,50.5700,3.0975,"LILLE-LESQUIN"
FRE00104044,49.1800,0.4558,"CAEN-CARPIQUET"
FRE00104048,49.2094,4.1553,"REIMS-PRUNAY"
FRE00104052,48.4456,0.1103,"ALENCON-VALFRAMBERT"
FRE00104072,47.2678,5.0881,"DIJON-LONGVIC"
FRE00104088,46.5939,0.3142,"POITIERS - BIARD"
FRE00104092,45.7867,3.1492,"CLERMONT-FERRAND"
FRE00104116,43.1881,0.0000,"TARBES - OSSUN"
FRE00104120,43.6489,7.2089,"NICE"
FRE00104124,42.5406,9.4853,"BASTIA"
FRE00104484,48.4442,-4.4117,"BREST-GUIPAVAS"
FRE00104907,44.5808,4.7331,"MONTELIMAR"
FRE00104937,49.7253,-1.9394,"PTE DE LA HAGUE"
FRE00106184,49.3831,1.1817,"ROUEN - BOOS"
FRE00106190,47.4442,0.7269,"TOURS"
FRE00106195,45.8608,1.1750,"LIMOGES - BELLEGARDE"
FRE00106196,45.0742,3.7639,"LE PUY - LOUDES"
FRE00106200,44.1183,3.0183,"MILLAU"
FRE00106203,43.9094,0.5003,"MONT-DE-MARSAN"
FRE00106205,43.0053,1.1067,"ST-GIRONS"
FRE00106207,43.5767,3.9631,"MONTPELLIER-AEROPORT"
FRE00106209,41.9181,8.7928,"AJACCIO"
FRE00171619,48.3244,4.0197,"TROYES-BARBEREY"
FRE00171623,46.0467,-1.4117,"PTE DE CHASSIRON"
FRE00171627,48.8256,-3.4731,"PLOUMANAC'H"
FRE00171632,48.5808,5.9594,"NANCY-OCHEY"
FRM00007005,50.1430,1.8320,"ABBEVILLE"
FRM00007015,50.5620,3.0890,"LESQUIN"
FRM00007027,49.1730,-0.4500,"CARPIQUET"
FRM00007037,49.3840,1.1750,"VALLEE DE SEINE"
FRM00007072,49.2170,4.1500,"REIMS-PRUNAY"
FRM00007100,48.4830,-5.0500,"OUESSANT"
FRM00007110,48.4480,-4.4190,"GUIPAVAS"
FRM00007117,48.8330,-3.4670,"PLOUMANAC'H PERROS GUIREC"
FRM00007139,48.4500,0.1170,"ALENCON/VALFRAMBERT"
FRM00007149,48.7167,2.3842,"ORLY"
FRM00007150,48.9675,2.4275,"LE BOURGET"
FRM00007156,48.8217,2.3378,"PARIS-MONTSOURIS"
FRM00007168,48.3220,4.0170,"BARBEREY"
FRM00007180,48.6920,6.2300,"ESSEY"
FRM00007181,48.5830,5.9550,"OCHEY"
FRM00007207,47.2942,-3.2181,"BELLE ILE - LE TALUT"
FRM00007222,47.1500,-1.6089,"NANTES-BOUGUENAIS"
FRM00007240,47.4320,0.7280,"VAL DE LOIRE"
FRM00007280,47.2690,5.0900,"LONGVIC"
FRM00007299,47.5900,7.5300,"BALE MULHOUSE"
FRM00007314,46.0500,-1.4170,"CHASSIRON"
FRM00007335,46.5880,0.3070,"BIARD"
FRM00007434,45.8630,1.1790,"BELLEGARDE"
FRM00007460,45.7870,3.1690,"AUVERGNE"
FRM00007471,45.0810,3.7630,"LOUDES"
FRM00007481,45.7260,5.0910,"SAINT EXUPERY"
FRM00007535,44.7450,1.3967,"GOURDON"
FRM00007558,44.1170,3.0170,"MILLAU"
FRM00007607,43.9120,-0.5080,"MONT DE MARSAN"
FRM00007621,43.1790,-0.0060,"LOURDES"
FRM00007627,43.0080,1.1030,"ANTICHAN"
FRM00007643,43.5760,3.9630,"MEDITERRANEE"
FRM00007690,43.6580,7.2160,"COTE D AZUR"
FRM00007761,41.9240,8.8030,"CAMPO DELL ORO"
FRM00007790,42.5530,9.4840,"PORETTA"
FRM00061998,-49.3500,70.2500,"PORT-AUX-FRANCAIS (ILES KERGU"
FSM00061968,-11.5830,47.2830,"ILES GLORIEUSES"
GAM00061701,13.3380,-16.6520,"BANJUL INTL"
GB000004501,-0.7200,8.7800,"PORT-GENTIL"
GB000004507,-2.9200,11.0200,"TCHIBANGA"
GB000004510,2.0800,11.4800,"BITAM"
GB000004556,0.5700,12.8700,"MAKOKOU"
GBM00064500,0.4590,9.4120,"LEON M BA"
GBM00064550,-1.8450,11.0570,"MOUILLA VILLE"
GBM00064551,-0.7040,10.2460,"LAMBARENE"
GBM00064560,-0.8330,12.7170,"LASTOURSVILLE"
GBM00064570,-1.6670,13.4000,"FRANCEVILLE MVENGUE"
GG000037279,42.5000,41.8830,"ZUGDIDI"
GG000037308,42.5170,43.1330,"AMBROLAURI"
GG000037395,42.2000,42.6000,"KUTAISI"
GG000037484,41.6330,41.6000,"BATUMI"
GG000037518,41.5670,43.2500,"ASPINDZA"
GG000037531,41.9830,44.1170,"GORI"
GG000037541,41.9330,44.5830,"MUHRANI"
GG000037545,41.6800,44.9500,"TBILISI"
GG000037621,41.4500,44.5500,"BOLNISI"
GHM00065401,10.9000,-1.1000,"NAVRONGO"
GHM00065404,10.0830,-2.5080,"WA"
GHM00065416,9.0330,-2.4830,"BOLE"
GHM00065418,9.5570,-0.8630,"TAMALE"
GHM00065432,7.7500,-2.1000,"WENCHI"
GHM00065437,7.8170,-0.0330,"KETE-KRACHI"
GHM00065439,7.3620,-2.3290,"SUNYANI"
GHM00065442,6.7150,-1.5910,"KUMASI"
GHM00065445,6.2000,-2.3330,"SEFWI BEKWAI"
GHM00065453,6.6000,0.4670,"HO"
GHM00065457,5.9330,-0.9830,"AKIM ODA"
GHM00065459,6.0830,-0.2500,"KOFORIDUA"
GHM00065460,6.1000,0.1170,"AKUSE"
GHM00065465,4.8670,-2.2330,"AXIM"
GHM00065467,4.8960,-1.7750,"TAKORADI"
GHM00065472,5.6050,-0.1670,"KOTOKA INTL"
GHM00065473,5.6170,0.0000,"TEMA"
GIM00008495,36.1510,-5.3500,"GIBRALTAR"
GL000004250,64.1667,-51.7500,"NUUK"
GL000004320,76.7700,-18.6700,"DANMARKSHAVN"
GL000004360,65.5997,-37.6331,"TASIILAQ"
GLE00146908,72.7831,-56.1331,"MITT. UPERNAVIK"
GLE00147001,68.7000,-52.7500,"AASIAAT"
GLE00147301,60.7167,-46.0500,"QAQORTOQ"
GLE00147401,81.6000,-16.6497,"STATION NORD"
GLE00147461,74.3000,-20.2167,"DANEBORG"
GLE00147481,70.4831,-21.9500,"ITTOQQORTOORMIIT"
GLE00147521,67.7831,-32.2997,"APUTITEEQ"
GLE00147641,60.0500,-43.1667,"IKERASASSUAQ"
GLE00157933,61.1500,-45.4331,"NARSARSUAQ RADISONDE"
GLM00004220,68.7000,-52.8500,"AASIAAT (EGEDESMINDE)"
GLM00004301,83.6500,-33.3670,"KAP MORRIS JESUP"
GLM00004390,60.0331,-43.1167,"IKERASASSUAQ"
GLW00017605,76.5167,-68.8333,"THULE OP SITE"
GM000001474,53.1017,8.7842,"BREMEN-SEEFAHRTSCHULE"
GM000002288,49.4253,7.7367,"KAISERSLAUTERN"
GM000002716,48.7703,9.1825,"STUTTGART-STADT"
GM000003038,53.6442,11.3883,"SCHWERIN"
GM000003319,52.4639,13.3017,"BERLIN-DAHLEM"
GM000003342,52.3833,13.0639,"POTSDAM"
GM000004063,49.8753,10.9217,"BAMBERG"
GM000004155,47.4219,10.9867,"ZUGSPITZE"
GM000004199,48.1667,11.5025,"MUNCHEN-NYMPHENBURG"
GM000004204,50.9267,11.5842,"JENA STERNWARTE"
GM000010147,53.6350,9.9900,"HAMBURG FUHLSBUETTEL"
GM000010393,52.2094,14.1203,"LINDENBERG"
GM000010962,47.8017,11.0117,"HOHENPEISSENBERG"
GME00102169,54.1667,6.3500,"UFS TW EMS"
GME00102177,54.1764,7.8931,"HELGOLAND"
GME00102185,55.0125,8.4125,"LIST/SYLT"
GME00102193,54.5289,9.5492,"SCHLESWIG"
GME00102201,54.5294,11.0617,"WESTERMARKELSDORF/FEHMARN"
GME00102212,54.1817,12.0819,"ROSTOCK-WARNEMUNDE"
GME00102220,54.0978,13.4075,"GREIFSWALD"
GME00102228,53.3719,7.2242,"EMDEN-WOLTHUSEN"
GME00102244,52.4656,9.6794,"HANNOVER"
GME00102252,52.1031,11.5842,"MAGDEBURG"
GME00102268,51.2969,6.7700,"DUSSELDORF"
GME00102284,51.1167,9.2831,"FRITZLAR"
GME00102292,51.4358,12.2414,"LEIPZIG-SCHKEUDITZ"
GME00102308,51.1631,14.9531,"GORLITZ"
GME00102324,50.3608,6.8703,"NURBURG-BARWEILER"
GME00102332,50.5625,10.3769,"MEININGEN"
GME00102340,50.9844,10.9631,"ERFURT-BINDERSLEBEN"
GME00102348,50.4292,12.9553,"FICHTELBERG"
GME00102356,49.7714,9.9589,"WURZBURG"
GME00102364,50.3131,11.8775,"HOF"
